,decile1b,decile3,id,decile1,sex,race,cluster,lsat,ugpa,zfygpa,dob_yr,grad,zgpa,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,age,gender,parttime,male,race1,race2,dropout,other,asian,black,hisp,pass_bar,bar,tier,index604,indxgrp,indxgrp2
24108,7.0,5.0,24109,7.0,2,7,1,43,2.5,0.33,66,Y,-0.23,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,771.052609,g 700+,h 760-820
24109,9.0,10.0,24110,9.0,1,7,3,40,3.6,0.89,48,Y,1.49,P,7,P,95,2,3,-41,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,833.6841900000001,g 700+,i 820+
24110,1.0,1.0,24111,1.0,2,7,2,31,3.2,-2.02,67,Y,-1.96,F,7,P,95,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,2,651.578933,f 640-700,f 640-700
24111,10.0,9.0,24112,10.0,1,7,5,44,3.4,1.53,69,Y,1.17,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,876.842082,g 700+,i 820+
24112,,,24113,2.0,2,2,1,37,3.2,-1.17,69,Y, ,, ,, ,1,2, ,male,0,1,asian,c other,NO,0,1,0,0, ,d Never took bar,4,746.315771,g 700+,g 700-760
24113,7.0,8.0,24114,8.0,1,7,1,36,3.9,0.61,68,Y,0.82,P,7,P,94,1,3,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,800.526298,g 700+,h 760-820
24114,7.0,7.0,24115,7.0,1,7,3,33,2.3,0.36,47,Y,0.34,P,7,P,94,1,3,-40,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,593.157879,e 580-640,e 580-640
24115,5.0,7.0,24116,5.0,2,7,2,39,3.4,-0.11,68,Y,0.41,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,797.8947169999999,g 700+,h 760-820
24116,7.0,6.0,24117,7.0,2,7,2,32,3,0.29,69,Y,0.01,P,7,P,94,1,5,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,647.368406,f 640-700,f 640-700
24117,2.0,1.0,24118,2.0,2,7,4,35.5,3.4,-0.85,69,Y,-1.37,P,7,P,94,1,2,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,742.6315615,g 700+,g 700-760
24118,5.0,4.0,24119,5.0,1,4,3,40,3.2,-0.03,68,Y,-0.34,P,7,P,94,1,3,-61,female,0,0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,3,793.6841900000001,g 700+,h 760-820
24119,2.0,4.0,24120,2.0,2,7,4,37,3.4,-0.89,54,Y,-0.48,P,7,P,94,1,3,-47,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,766.3157709999999,g 700+,h 760-820
24120,1.0,1.0,24121,1.0,2,7,1,31,2.7,-1.63,69,Y,-1.57,F,7,P,95,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,4,601.578933,e 580-640,e 580-640
24121,4.0,4.0,24122,4.0,2,7,1,45,3.4,-0.23,68,Y,-0.38,P,7,P,94,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,892.6315549999999,g 700+,i 820+
24122,5.0,7.0,24123,5.0,1,2,4,44,3.7,-0.19,69,Y,0.29,P,7,P,94,1,4,-62,female,0,0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,5,906.842082,g 700+,i 820+
24123,2.0,5.0,24124,3.0,2,7,3,31.3,3.3,-0.73,68,Y,-0.21,P,7,P,94,1,2,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,666.3157749,f 640-700,f 640-700
24124,9.0,8.0,24125,9.0,1,7,2,28,3.6,0.92,69,Y,0.76,P,7,P,94,1, ,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,644.210514,f 640-700,f 640-700
24125,6.0,7.0,24126,6.0,2,7,2,33.5,3.3,0.15,69,Y,0.37,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,701.0526155,g 700+,g 700-760
24126,8.0,9.0,24127,8.0,2,7,1,44,3.2,0.83,69,Y,1.07,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,856.842082,g 700+,i 820+
24127,4.0,3.0,24128,4.0,2,7,1,33,2.9,-0.34,65,Y,-0.58,F,7,P,95,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,4,653.157879,f 640-700,f 640-700
24128,10.0,9.0,24129,10.0,1,7,5,40,3,1.55,63,Y,0.99,P,7,P,94,2,2,-56,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,773.68419,g 700+,h 760-820
24129,4.0,5.0,24130,5.0,1,7,1,42,3.3,-0.19,69,Y,-0.25,P,7,P,94,1,5,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,835.2631359999999,g 700+,i 820+
24130,,,24131,,2,7,1,33,3.8, ,68,O, ,, ,, ,1,5, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,4,743.157879,g 700+,g 700-760
24131,9.0,8.0,24132,9.0,1,7,1,36,3.5,1.02,63,Y,0.63,P,7,P,94,1,3,-56,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,760.526298,g 700+,h 760-820
24132,5.0,5.0,24133,5.0,1,7,1,33,3.8,-0.06,69,Y,-0.04,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,743.157879,g 700+,g 700-760
24133,9.0,9.0,24134,9.0,1,7,1,34.7,3.9,1.11,67,Y,1.25,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,779.9999831,g 700+,h 760-820
24134,8.0,7.0,24135,8.0,2,7,4,34,3.6,0.64,69,Y,0.41,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,738.947352,g 700+,g 700-760
24135,8.0,8.0,24136,8.0,2,7,1,45,2.7,0.8,67,Y,0.69,P,7,P,94,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,822.6315549999999,g 700+,i 820+
24136,,,24137,,2,7,1,34,3.3, ,49,O, ,, ,, ,2,2, ,male,1,1,white,b white,YES,0,0,0,0, ,e non-Grad,4,708.9473519999999,g 700+,g 700-760
24137,5.0,3.0,24138,5.0,1,7,5,39,3.4,-0.06,69,Y,-0.71,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,797.8947169999999,g 700+,h 760-820
24138,,,24139,9.0,2,7,5,40.5,3.4,1.07,67,O, ,, ,, ,1,4, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,6,821.5789265,g 700+,i 820+
24139,10.0,10.0,24140,10.0,1,3,6,32.5,2.6,1.94,66,Y,1.49,P,7,P,94,1,3,-59,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,1,615.2631425,e 580-640,e 580-640
24140,4.0,3.0,24141,4.0,1,7,3,34,3.9,-0.29,64,Y,-0.58,P,7,P,94,1,3,-57,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,768.9473519999999,g 700+,h 760-820
24141,10.0,10.0,24142,10.0,2,7,3,45,2.9,1.32,68,Y,1.41,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,842.6315549999999,g 700+,i 820+
24142,2.0,2.0,24143,2.0,2,7,3,34,3,-0.86,68,Y,-1.03,P,7,P,95,2,3,-61,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,678.9473519999999,f 640-700,f 640-700
24143,3.0,7.0,24144,3.0,2,7,3,44,3.2,-0.57,64,Y,0.28,P,2,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,856.842082,g 700+,i 820+
24144,8.0,9.0,24145,8.0,2,7,3,38,2.9,0.65,69,Y,1.16,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,732.105244,g 700+,g 700-760
24145,1.0,2.0,24146,1.0,1,7,4,35,3.3,-1.3,67,Y,-1.14,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,724.736825,g 700+,g 700-760
24146,,,24147,,2,7,4,44,3.3, ,65,Y, ,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,866.842082,g 700+,i 820+
24147,,,24148,1.0,1,2,1,40,3.2,-1.28,61,O, ,, ,, ,1,4, ,female,0,0,asian,c other,YES,0,1,0,0, ,e non-Grad,4,793.6841900000001,g 700+,h 760-820
24148,5.0,3.0,24149,5.0,2,7,4,42,2.6,-0.1,59,Y,-0.58,P,7,P,94,1,4,-52,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,765.263136,g 700+,h 760-820
24149,5.0,6.0,24150,5.0,1,7,1,36,3.1,-0.15,42,Y,0.18,P,7,P,95,2,2,-35,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,720.526298,g 700+,g 700-760
24150,10.0,9.0,24151,10.0,2,7,3,36,2.6,1.45,67,Y,1.27,P,7,P,94,1,4,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,670.526298,f 640-700,f 640-700
24151,9.0,9.0,24152,9.0,1,7,1,28,2.9,1.14,49,Y,1.27,P,7,P,94,2,3,-42,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,574.210514,d 520-580,d 520-580
24152,7.0,7.0,24153,7.0,2,7,3,38,3.3,0.37,69,Y,0.51,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,772.105244,g 700+,h 760-820
24153,4.0,6.0,24154,5.0,1,7,2,37,3.3,-0.24,68,Y,0.13,P,7,P,94,1,4,-61,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,756.3157709999999,g 700+,g 700-760
24154,8.0,9.0,24155,8.0,2,7,4,43,3.5,0.67,68,Y,0.95,P,7,P,94,1,5,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,871.052609,g 700+,i 820+
24155,3.0,4.0,24156,3.0,2,7,4,36,3.4,-0.73,68,Y,-0.38,, ,, ,2, , ,male,1,1,white,b white,NO,0,0,0,0, ,d Never took bar,5,750.526298,g 700+,g 700-760
24156,4.0,7.0,24157,5.0,1,7,1,40,3.4,-0.18,69,Y,0.53,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,813.68419,g 700+,h 760-820
24157,4.0,3.0,24158,4.0,1,6,1,28,2.7,-0.35,68,Y,-0.75,P,7,P,94,1,1,-61,female,0,0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,4,554.210514,d 520-580,d 520-580
24158,3.0,2.0,24159,3.0,1,7,1,27,3.1,-0.65,68,Y,-0.97,P,2,P,94,1,4,-66,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,578.4210410000001,d 520-580,d 520-580
24159,6.0,7.0,24160,6.0,1,7,3,36,2.8,0.08,66,Y,0.53,P,7,P,94,1,3,-59,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,690.526298,f 640-700,f 640-700
24160,5.0,6.0,24161,6.0,2,7,1,38,3.8,0.04,66,Y,0.24,P,7,P,94,1,3,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,822.105244,g 700+,i 820+
24161,7.0,7.0,24162,7.0,2,2,3,31,3.2,0.4,68,Y,0.37,P,7,P,94,1,3,-61,male,0,1,asian,c other,NO,0,1,0,0,1,a Passed 1st time,3,651.578933,f 640-700,f 640-700
24162,,,24163,1.0,2,2,4,35,3.5,-2.13,69,O, ,, ,, ,1,3, ,male,0,1,asian,c other,YES,0,1,0,0, ,e non-Grad,5,744.736825,g 700+,g 700-760
24163,3.0,6.0,24164,4.0,1,7,3,36,3.3,-0.48,70,Y,0.09,P,7,P,94,1,3,-63,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,740.526298,g 700+,g 700-760
24164,8.0,9.0,24165,8.0,2,7,1,40,3.3,0.65,67,Y,1.14,P,7,P,94,1,3,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,803.68419,g 700+,h 760-820
24165,7.0,6.0,24166,7.0,1,7,1,37,4,0.47,69,Y,0.27,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,826.315771,g 700+,i 820+
24166,8.0,5.0,24167,8.0,1,7,2,26,3.7,0.59,69,Y,-0.08,F,7,F,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,2,622.631568,e 580-640,e 580-640
24167,5.0,3.0,24168,5.0,2,7,4,32.5,3.3,-0.11,69,Y,-0.57,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,685.2631425,f 640-700,f 640-700
24168,3.0,2.0,24169,3.0,1,3,1,31,2.6,-0.62,59,Y,-1.06,P,7,P,94,1,4,-52,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,4,591.578933,e 580-640,e 580-640
24169,8.0,8.0,24170,8.0,1,7,4,36,3.7,0.64,63,Y,0.84,P,7,P,94,1,2,-56,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,780.526298,g 700+,h 760-820
24170,,,24171,,2,3,6,18.7,3, ,67,O, ,, ,, ,1,3, ,male,0,1,black,a black,YES,0,0,1,0, ,e non-Grad,1,437.3684151,b 400-460,b 400-460
24171,7.0,6.0,24172,7.0,2,7,1,23,3.3,0.38,66,Y,0.09,P,7,P,94,1,4,-59,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,535.263149,d 520-580,d 520-580
24172,10.0,10.0,24173,10.0,2,7,1,46,3.4,1.93,64,Y,1.84,P,7,P,94,1,3,-57,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,908.421028,g 700+,i 820+
24173,4.0,3.0,24174,4.0,2,7,1,37,3.3,-0.37,36,Y,-0.64,F,2,P,95,1,2,-34,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,4,756.3157709999999,g 700+,g 700-760
24174,1.0,1.0,24175,1.0,2,7,4,40,2.9,-1.45,56,Y,-1.48,F,2,F,95,1,3,-54,male,0,1,white,b white,NO,0,0,0,0,0,c Failed,5,763.68419,g 700+,h 760-820
24175,3.0,2.0,24176,4.0,2,7,2,34,2.9,-0.48,68,Y,-1.18,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,668.9473519999999,f 640-700,f 640-700
24176,,,24177,,2,3,2,17,2.8, ,69,O, ,, ,, ,1,3, ,male,0,1,black,a black,YES,0,0,1,0, ,e non-Grad,2,390.52631099999996,a under 400,a under 400
24177,1.0,4.0,24178,2.0,2,2,4,46,3.8,-1.24,69,Y,-0.31,P,2,P,95,1,4,-67,male,0,1,asian,c other,NO,0,1,0,0,1,a Passed 1st time,5,948.421028,g 700+,i 820+
24178,10.0,10.0,24179,10.0,1,7,5,40,3.4,1.68,71,Y,1.8,P,7,P,94,1,4,-64,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,813.68419,g 700+,h 760-820
24179,,,24180,2.0,1,3,3,35,2.7,-1.07,64,O, ,, ,, ,1,3, ,female,0,0,black,a black,YES,0,0,1,0, ,e non-Grad,3,664.736825,f 640-700,f 640-700
24180,8.0,8.0,24181,9.0,1,7,3,35,3.1,0.85,64,Y,0.81,P,7,P,94,1,4,-57,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,704.736825,g 700+,g 700-760
24181,8.0,5.0,24182,8.0,2,7,1,39,3.2,0.65,59,Y,-0.17,P,7,P,94,1,2,-52,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,777.894717,g 700+,h 760-820
24182,6.0,4.0,24183,6.0,2,7,3,34,3.2,0.24,66,Y,-0.32,P,2,P,96,2,4,-64,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,698.947352,f 640-700,f 640-700
24183,1.0,4.0,24184,2.0,1,7,1,35.5,3.4,-1.15,69,Y,-0.35,P,7,P,94,1,4,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,742.6315615,g 700+,g 700-760
24184,,,24185,5.0,2,7,3,43,3.3,-0.07,62,Y, ,P,2,P,94,1,2,-60,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,851.052609,g 700+,i 820+
24185,1.0,1.0,24186,2.0,2,7,3,37,2.9,-1.2,69,Y,-1.32,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,716.3157709999999,g 700+,g 700-760
24186,8.0,7.0,24187,8.0,2,7,1,39,3.5,0.64,68,Y,0.46,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,807.8947169999999,g 700+,h 760-820
24187,1.0,1.0,24188,1.0,2,1,4,36,2.8,-3.08,69,Y,-2.63,F,2,P,95,1,4,-67,male,0,1,other,c other,NO,1,0,0,1,1,b Passed 2nd time,5,690.526298,f 640-700,f 640-700
24188,5.0,6.0,24189,5.0,2,7,1,35,3.4,-0.03,68,Y,0.22,P,7,P,94,1,3,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,734.736825,g 700+,g 700-760
24189,1.0,2.0,24190,2.0,1,7,4,41,2.7,-1.18,69,Y,-0.93,, ,, ,1, , ,female,0,0,white,b white,NO,0,0,0,0, ,d Never took bar,5,759.473663,g 700+,g 700-760
24190,9.0,10.0,24191,9.0,2,7,3,41,2.1,0.92,66,Y,1.39,P,7,P,95,2,3,-59,male,1,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,699.473663,f 640-700,f 640-700
24191,6.0,5.0,24192,6.0,2,8,4,47,3.5,0.21,68,Y,-0.2,P,7,P,94,1,5,-61,male,0,1,other,c other,NO,1,0,0,0,1,a Passed 1st time,5,934.210501,g 700+,i 820+
24192,1.0,1.0,24193,1.0,1,7,3,21.3,2.8,-1.8,65,Y,-2.51,, ,, ,2,2, ,female,1,0,white,b white,NO,0,0,0,0, ,d Never took bar,3,458.42104489999997,b 400-460,b 400-460
24193,5.0,8.0,24194,5.0,2,7,4,41,3.6,-0.12,69,Y,0.69,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,849.473663,g 700+,i 820+
24194,2.0,2.0,24195,2.0,2,7,4,29,3.1,-1.02,63,Y,-0.96,P,7,P,94,1,3,-56,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,609.999987,e 580-640,e 580-640
24195,6.0,8.0,24196,6.0,1,7,5,46,3.7,0.33,67,Y,0.63,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,938.421028,g 700+,i 820+
24196,5.0,4.0,24197,5.0,2,3,1,34,2.9,-0.14,65,Y,-0.37,P,7,P,94,1,3,-58,male,0,1,black,a black,NO,0,0,1,0,1,a Passed 1st time,4,668.9473519999999,f 640-700,f 640-700
24197,4.0,7.0,24198,4.0,2,7,4,35,3.3,-0.26,69,Y,0.29,P,7,P,94,1,3,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,724.736825,g 700+,g 700-760
24198,9.0,8.0,24199,9.0,2,7,1,44,2.9,1.21,58,Y,0.86,P,7,P,94,1,4,-51,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,826.842082,g 700+,i 820+
24199,7.0,8.0,24200,7.0,1,7,3,36,3.1,0.39,68,Y,0.6,P,6,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,720.526298,g 700+,g 700-760
24200,1.0,3.0,24201,2.0,1,7,1,41,3.5,-1.21,66,Y,-0.73,P,2,P,94,1,2,-64,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,839.473663,g 700+,i 820+
24201,,,24202,,1,7, ,32,2.6,1.88,60,Y,1.67,P,7,P,94,2,4,-53,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time, ,607.368406,e 580-640,e 580-640
24202,9.0,10.0,24203,9.0,2,7,1,41,3.6,1.27,65,Y,1.33,P,7,P,94,1,4,-58,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,849.473663,g 700+,i 820+
24203,6.0,6.0,24204,7.0,1,7,1,36,3.5,0.31,58,Y,0.14,P,2,P,94,1,3,-56,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,760.526298,g 700+,h 760-820
24204,1.0,1.0,24205,1.0,1,7,2,31,3,-1.29,68,Y,-1.6,P,2,P,95,1,3,-66,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,631.578933,e 580-640,e 580-640
24205,7.0,9.0,24206,7.0,2,7,4,44,3.6,0.43,69,Y,1.02,P,7,P,94,1,5,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,896.842082,g 700+,i 820+
24206,7.0,6.0,24207,7.0,1,7,2,26,3.6,0.32,69,Y,0.03,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,2,612.631568,e 580-640,e 580-640
24207,2.0,2.0,24208,3.0,2,7,3,37,2.5,-0.8,69,Y,-1.2,P,7,P,94,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,676.315771,f 640-700,f 640-700
24208,7.0,9.0,24209,7.0,1,7,5,42,4,0.5,69,Y,0.87,P,7,P,94,1,3,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,905.263136,g 700+,i 820+
24209,9.0,9.0,24210,9.0,2,7,3,37,3,0.88,68,Y,0.89,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,726.315771,g 700+,g 700-760
24210,2.0,4.0,24211,3.0,2,7,2,32,2.5,-0.86,63,Y,-0.45,F,7,P,96,2,4,-56,male,1,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,2,597.368406,e 580-640,e 580-640
24211,6.0,3.0,24212,6.0,2,7,3,37,3,0.1,69,Y,-0.86,, ,, , ,3, ,male, ,1,white,b white,NO,0,0,0,0, ,d Never took bar,3,726.315771,g 700+,g 700-760
24212,1.0,2.0,24213,1.0,2,7,3,39,2.9,-1.41,69,Y,-1.08,F,7,P,95,1,4,-62,male,0,1,white,b white,NO,0,0,0,0,1,b Passed 2nd time,3,747.8947169999999,g 700+,g 700-760
24213,,,24214,,2,3,4,25,2.3, ,61,O, ,, ,, ,1,3, ,male,0,1,black,a black,YES,0,0,1,0, ,e non-Grad,5,466.842095,c 460-520,c 460-520
24214,5.0,4.0,24215,5.0,1,7,3,36,2.9,-0.08,43,Y,-0.39,F,7,F,95,1,1,-36,female,0,0,white,b white,NO,0,0,0,0,0,c Failed,3,700.526298,g 700+,g 700-760
24215,5.0,6.0,24216,6.0,1,7,4,39,3.5,0.02,63,Y,0.21,, ,, ,2,3, ,female,1,0,white,b white,NO,0,0,0,0, ,d Never took bar,5,807.8947169999999,g 700+,h 760-820
24216,2.0,2.0,24217,2.0,2,3,1,42,2.8,-1.1,60,Y,-1.19,F,7,F,94,1,2,-53,male,0,1,black,a black,NO,0,0,1,0,0,c Failed,4,785.2631359999999,g 700+,h 760-820
24217,4.0,3.0,24218,4.0,1,2,3,37,3.5,-0.33,67,Y,-0.77,P,7,P,94,1,4,-60,female,0,0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,3,776.315771,g 700+,h 760-820
24218,,,24219,1.0,2,7,1,37,3.3,-1.69,60,O, ,, ,, ,1,2, ,male,0,1,white,b white,YES,0,0,0,0, ,e non-Grad,4,756.3157709999999,g 700+,g 700-760
24219,1.0,3.0,24220,1.0,1,7,5,45,3.7,-1.36,65,Y,-0.71,P,7,P,94,1,4,-58,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,922.6315549999999,g 700+,i 820+
24220,5.0,3.0,24221,5.0,2,3,3,33,2.8,-0.06,67,Y,-0.72,F,7,F,95,2,3,-60,male,1,1,black,a black,NO,0,0,1,0,0,c Failed,3,643.157879,f 640-700,f 640-700
24221,3.0,4.0,24222,3.0,1,7,1,38,3.7,-0.53,67,Y,-0.49,P,7,P,94,1,4,-60,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,812.105244,g 700+,h 760-820
24222,9.0,10.0,24223,9.0,2,7,1,35,3.6,1.12,64,Y,1.37,, ,, ,2,3, ,male,1,1,white,b white,NO,0,0,0,0, ,d Never took bar,4,754.736825,g 700+,g 700-760
24223,,,24224,,1,7,3,36,3.8, ,62,O, ,, ,, ,1,2, ,female,0,0,white,b white,YES,0,0,0,0, ,e non-Grad,3,790.526298,g 700+,h 760-820
24224,10.0,10.0,24225,10.0,1,7,3,30,3.8,1.54,56,Y,1.52,P,2,P,95,2,2,-54,female,1,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,695.78946,f 640-700,f 640-700
24225,5.0,3.0,24226,6.0,1,7,1,34,3.5,0.08,68,Y,-0.7,P,2,P,94,1,4,-66,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,728.9473519999999,g 700+,g 700-760
24226,10.0,10.0,24227,10.0,2,7,1,35,3.4,2.08,53,Y,1.61,P,2,P,94,1,4,-51,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,734.736825,g 700+,g 700-760
24227,5.0,4.0,24228,5.0,1,7,1,39,3.3,-0.07,66,Y,-0.31,, ,, ,1,4, ,female,0,0,white,b white,NO,0,0,0,0, ,d Never took bar,4,787.8947169999999,g 700+,h 760-820
24228,7.0,8.0,24229,7.0,2,7,3,35,3.3,0.41,68,Y,0.68,P,7,P,94,1,4,-61,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,3,724.736825,g 700+,g 700-760
24229,6.0,4.0,24230,6.0,2,7,1,47,3.6,0.2,64,Y,-0.32,, ,, ,1,1, ,male,0,1,white,b white,NO,0,0,0,0, ,d Never took bar,4,944.210501,g 700+,i 820+
24230,3.0,3.0,24231,3.0,1,7,1,41,3.4,-0.55,53,Y,-0.58,P,7,P,94,1,4,-46,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,4,829.473663,g 700+,i 820+
24231,,,24232,7.0,2,7,5,46,3.9,0.61,62,Y, ,P,7,P,94,1,4,-55,male,0,1,white,b white,NO,0,0,0,0,1,a Passed 1st time,6,958.421028,g 700+,i 820+
24232,4.0,5.0,24233,4.0,1,7,4,35,3.8,-0.43,69,Y,-0.08,P,7,P,94,1,5,-62,female,0,0,white,b white,NO,0,0,0,0,1,a Passed 1st time,5,774.736825,g 700+,h 760-820
24233,7.0,4.0,24234,7.0,1,3,3,27.5,3.3,0.4,64,Y,-0.41,P,2,P,95,1,3,-62,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,3,606.3157775,e 580-640,e 580-640
24234,5.0,6.0,24235,5.0,1,3,4,45,3.6,-0.08,69,Y,0.21,P,7,P,94,1,4,-62,female,0,0,black,a black,NO,0,0,1,0,1,a Passed 1st time,5,912.6315549999999,g 700+,i 820+
